,time,on/off,cpu,mem,hdd
93131,1146,1,0,89.91999999999848,128
93167,1147,1,0,89.91999999999848,128
93203,1148,1,0,89.91999999999848,128
93239,1149,1,0,89.91999999999848,128
93275,1150,1,0,89.91999999999848,128
93311,1151,1,0,89.91999999999848,128
93347,1152,1,0,89.91999999999848,128
93383,1153,1,0,89.91999999999848,128
93419,1154,1,0,89.91999999999848,128
93455,1155,1,0,89.91999999999848,128
93491,1156,1,0,89.91999999999848,128
93527,1157,1,0,89.91999999999848,128
93563,1158,1,0,89.91999999999848,128
93599,1159,1,0,89.91999999999848,128
93635,1160,1,0,89.91999999999848,128
93671,1161,1,0,89.91999999999848,128
93707,1162,1,0,89.91999999999848,128
93743,1163,1,0,89.91999999999848,128
93779,1164,1,0,89.91999999999848,128
93815,1165,1,0,89.91999999999848,128
93851,1166,1,0,89.91999999999848,128
93887,1167,1,0,89.91999999999848,128
93923,1168,1,0,89.91999999999848,128
93959,1169,1,0,89.91999999999848,128
93995,1170,1,0,89.91999999999848,128
94031,1171,1,0,89.91999999999848,128
94067,1172,1,0,89.91999999999848,128
94103,1173,1,0,89.91999999999848,128
94139,1174,1,0,89.91999999999848,128
94175,1175,1,0,89.91999999999848,128
94211,1176,1,0,89.91999999999848,128
94247,1177,1,0,89.91999999999848,128
94283,1178,1,0,89.91999999999848,128
94319,1179,1,0,89.91999999999848,128
94355,1180,1,0,89.91999999999848,128
94391,1181,1,0,89.91999999999848,128
94427,1182,1,0,89.91999999999848,128
94463,1183,1,0,89.91999999999848,128
94499,1184,1,0,89.91999999999848,128
94535,1185,1,0,89.91999999999848,128
94571,1186,1,0,89.91999999999848,128
94607,1187,1,0,89.91999999999848,128
94643,1188,1,0,89.91999999999848,128
94679,1189,1,0,89.91999999999848,128
94715,1190,1,0,89.91999999999848,128
94751,1191,1,0,89.91999999999848,128
94787,1192,1,0,89.91999999999848,128
94823,1193,1,0,89.91999999999848,128
94859,1194,1,0,89.91999999999848,128
94895,1195,1,0,89.91999999999848,128
94931,1196,1,0,89.91999999999848,128
94967,1197,1,0,89.91999999999848,128
95003,1198,1,0,89.91999999999848,128
95039,1199,1,0,89.91999999999848,128
95075,1200,1,0,89.91999999999848,128
95111,1201,1,0,89.91999999999848,128
95147,1202,1,0,89.91999999999848,128
95183,1203,1,0,89.91999999999848,128
95219,1204,1,0,89.91999999999848,128
95255,1205,1,0,89.91999999999848,128
95291,1206,1,0,89.91999999999848,128
95327,1207,1,0,89.91999999999848,128
95363,1208,1,0,89.91999999999848,128
95399,1209,1,0,89.91999999999848,128
95435,1210,1,0,89.91999999999848,128
95471,1211,1,0,89.91999999999848,128
95507,1212,1,0,89.91999999999848,128
95543,1213,1,0,89.91999999999848,128
95579,1214,1,0,89.91999999999848,128
95615,1215,1,0,89.91999999999848,128
95651,1216,1,0,89.91999999999848,128
95687,1217,1,0,89.91999999999848,128
95723,1218,1,0,89.91999999999848,128
95759,1219,1,0,89.91999999999848,128
95795,1220,1,0,89.91999999999848,128
95831,1221,1,0,89.91999999999848,128
95867,1222,1,0,89.91999999999848,128
95903,1223,1,0,89.91999999999848,128
95939,1224,1,0,89.91999999999848,128
95975,1225,1,0,89.91999999999848,128
96011,1226,1,0,89.91999999999848,128
96047,1227,1,0,89.91999999999848,128
96083,1228,1,0,89.91999999999848,128
96119,1229,1,0,89.91999999999848,128
96155,1230,1,0,89.91999999999848,128
96191,1231,1,0,89.91999999999848,128
96227,1232,1,0,89.91999999999848,128
96263,1233,1,0,89.91999999999848,128
96299,1234,1,0,89.91999999999848,128
96335,1235,1,0,89.91999999999848,128
96371,1236,1,0,89.91999999999848,128
96407,1237,1,0,89.91999999999848,128
96443,1238,1,0,89.91999999999848,128
96479,1239,1,0,89.91999999999848,128
96515,1240,1,0,89.91999999999848,128
96551,1241,1,0,89.91999999999848,128
96587,1242,1,0,89.91999999999848,128
96623,1243,1,0,89.91999999999848,128
96659,1244,1,0,89.91999999999848,128
96695,1245,1,0,89.91999999999848,128
96731,1246,1,0,89.91999999999848,128
96767,1247,1,0,89.91999999999848,128
96803,1248,1,0,89.91999999999848,128
96839,1249,1,0,89.91999999999848,128
96875,1250,1,0,89.91999999999848,128
96911,1251,1,0,89.91999999999848,128
96947,1252,1,0,89.91999999999848,128
96983,1253,1,0,89.91999999999848,128
97019,1254,1,0,89.91999999999848,128
97055,1255,1,0,89.91999999999848,128
97091,1256,1,0,89.91999999999848,128
97127,1257,1,0,89.91999999999848,128
97163,1258,1,0,89.91999999999848,128
97199,1259,1,0,89.91999999999848,128
97235,1260,1,0,89.91999999999848,128
97271,1261,1,0,89.91999999999848,128
97307,1262,1,0,89.91999999999848,128
97343,1263,1,0,89.91999999999848,128
97379,1264,1,0,89.91999999999848,128
97415,1265,1,0,89.91999999999848,128
97451,1266,1,0,89.91999999999848,128
97487,1267,1,0,89.91999999999848,128
97523,1268,1,0,89.91999999999848,128
97559,1269,1,0,89.91999999999848,128
97595,1270,1,0,89.91999999999848,128
97631,1271,1,0,89.91999999999848,128
97667,1272,1,0,89.91999999999848,128
97703,1273,1,0,89.91999999999848,128
97739,1274,1,0,89.91999999999848,128
97775,1275,1,0,89.91999999999848,128
97811,1276,1,0,89.91999999999848,128
97847,1277,1,0,89.91999999999848,128
97883,1278,1,0,89.91999999999848,128
97919,1279,1,0,89.91999999999848,128
97955,1280,1,0,89.91999999999848,128
97991,1281,1,0,89.91999999999848,128
98027,1282,1,0,89.91999999999848,128
98063,1283,1,0,89.91999999999848,128
98099,1284,1,0,89.91999999999848,128
98135,1285,1,0,89.91999999999848,128
98171,1286,1,0,89.91999999999848,128
98207,1287,1,0,89.91999999999848,128
98243,1288,1,0,89.91999999999848,128
98279,1289,1,0,89.91999999999848,128
98315,1290,1,0,89.91999999999848,128
98351,1291,1,0,89.91999999999848,128
98387,1292,1,0,89.91999999999848,128
98423,1293,1,0,89.91999999999848,128
98459,1294,1,0,89.91999999999848,128
98495,1295,1,0,89.91999999999848,128
98531,1296,1,0,89.91999999999848,128
98567,1297,1,0,89.91999999999848,128
98603,1298,1,0,89.91999999999848,128
98639,1299,1,0,89.91999999999848,128
98675,1300,1,0,89.91999999999848,128
98711,1301,1,0,89.91999999999848,128
98747,1302,0,0,0.0,0
98783,1303,1,30000,4000.0,128
98819,1304,1,30000,4000.0,128
98855,1305,0,0,0.0,0
98891,1306,0,0,0.0,0
98927,1307,0,0,0.0,0
98963,1308,0,0,0.0,0
98999,1309,0,0,0.0,0
99035,1310,0,0,0.0,0
99071,1311,0,0,0.0,0
99107,1312,0,0,0.0,0
99143,1313,0,0,0.0,0
99179,1314,0,0,0.0,0
99215,1315,0,0,0.0,0
99251,1316,0,0,0.0,0
99287,1317,0,0,0.0,0
99323,1318,0,0,0.0,0
99359,1319,0,0,0.0,0
99395,1320,0,0,0.0,0
99431,1321,0,0,0.0,0
99467,1322,0,0,0.0,0
99503,1323,0,0,0.0,0
99539,1324,0,0,0.0,0
99575,1325,0,0,0.0,0
99611,1326,0,0,0.0,0
99647,1327,0,0,0.0,0
99683,1328,0,0,0.0,0
99719,1329,0,0,0.0,0
99755,1330,0,0,0.0,0
99791,1331,0,0,0.0,0
99827,1332,0,0,0.0,0
99863,1333,0,0,0.0,0
99899,1334,0,0,0.0,0
99935,1335,0,0,0.0,0
99971,1336,0,0,0.0,0
100007,1337,0,0,0.0,0
100043,1338,0,0,0.0,0
100079,1339,0,0,0.0,0
100115,1340,0,0,0.0,0
100151,1341,0,0,0.0,0
100187,1342,0,0,0.0,0
100223,1343,0,0,0.0,0
100259,1344,0,0,0.0,0
100295,1345,0,0,0.0,0
100331,1346,0,0,0.0,0
100367,1347,0,0,0.0,0
100403,1348,0,0,0.0,0
100439,1349,0,0,0.0,0
100475,1350,0,0,0.0,0
100511,1351,0,0,0.0,0
100547,1352,0,0,0.0,0
100583,1353,0,0,0.0,0
100619,1354,0,0,0.0,0
100655,1355,0,0,0.0,0
100691,1356,0,0,0.0,0
100727,1357,0,0,0.0,0
100763,1358,0,0,0.0,0
100799,1359,0,0,0.0,0
100835,1360,0,0,0.0,0
100871,1361,0,0,0.0,0
100907,1362,0,0,0.0,0
100943,1363,0,0,0.0,0
100979,1364,0,0,0.0,0
101015,1365,0,0,0.0,0
101051,1366,0,0,0.0,0
101087,1367,0,0,0.0,0
101123,1368,0,0,0.0,0
101159,1369,0,0,0.0,0
101195,1370,0,0,0.0,0
101231,1371,0,0,0.0,0
101267,1372,0,0,0.0,0
101303,1373,0,0,0.0,0
101339,1374,0,0,0.0,0
101375,1375,0,0,0.0,0
101411,1376,0,0,0.0,0
101447,1377,0,0,0.0,0
101483,1378,0,0,0.0,0
101519,1379,0,0,0.0,0
101555,1380,0,0,0.0,0
101591,1381,0,0,0.0,0
101627,1382,0,0,0.0,0
101663,1383,0,0,0.0,0
101699,1384,0,0,0.0,0
101735,1385,0,0,0.0,0
101771,1386,0,0,0.0,0
101807,1387,0,0,0.0,0
101843,1388,0,0,0.0,0
101879,1389,0,0,0.0,0
101915,1390,0,0,0.0,0
101951,1391,0,0,0.0,0
101987,1392,0,0,0.0,0
102023,1393,0,0,0.0,0
102059,1394,0,0,0.0,0
102095,1395,0,0,0.0,0
102131,1396,0,0,0.0,0
102167,1397,0,0,0.0,0
102203,1398,0,0,0.0,0
102239,1399,0,0,0.0,0
102275,1400,0,0,0.0,0
102311,1401,0,0,0.0,0
102347,1402,0,0,0.0,0
102383,1403,0,0,0.0,0
102419,1404,0,0,0.0,0
102455,1405,0,0,0.0,0
102491,1406,0,0,0.0,0
102527,1407,0,0,0.0,0
102563,1408,0,0,0.0,0
102599,1409,0,0,0.0,0
102635,1410,0,0,0.0,0
102671,1411,0,0,0.0,0
102707,1412,0,0,0.0,0
102743,1413,0,0,0.0,0
102779,1414,0,0,0.0,0
102815,1415,0,0,0.0,0
102851,1416,0,0,0.0,0
102887,1417,0,0,0.0,0
102923,1418,0,0,0.0,0
102959,1419,0,0,0.0,0
102995,1420,0,0,0.0,0
103031,1421,0,0,0.0,0
103067,1422,0,0,0.0,0
103103,1423,0,0,0.0,0
103139,1424,0,0,0.0,0
103175,1425,0,0,0.0,0
103211,1426,0,0,0.0,0
103247,1427,0,0,0.0,0
103283,1428,0,0,0.0,0
103319,1429,0,0,0.0,0
103355,1430,0,0,0.0,0
103391,1431,0,0,0.0,0
103427,1432,0,0,0.0,0
103463,1433,0,0,0.0,0
103499,1434,0,0,0.0,0
103535,1435,0,0,0.0,0
103571,1436,0,0,0.0,0
103607,1437,0,0,0.0,0
103643,1438,0,0,0.0,0
103679,1439,0,0,0.0,0
103715,0,0,0,0.0,0
103751,1,0,0,0.0,0
103787,2,0,0,0.0,0
103823,3,0,0,0.0,0
103859,4,0,0,0.0,0
103895,5,0,0,0.0,0
103931,6,0,0,0.0,0
103967,7,0,0,0.0,0
104003,8,0,0,0.0,0
104039,9,0,0,0.0,0
104075,10,0,0,0.0,0
104111,11,0,0,0.0,0
104147,12,0,0,0.0,0
104183,13,0,0,0.0,0
104219,14,0,0,0.0,0
104255,15,0,0,0.0,0
104291,16,0,0,0.0,0
104327,17,0,0,0.0,0
104363,18,0,0,0.0,0
104399,19,0,0,0.0,0
104435,20,0,0,0.0,0
104471,21,0,0,0.0,0
104507,22,0,0,0.0,0
104543,23,0,0,0.0,0
104579,24,0,0,0.0,0
104615,25,0,0,0.0,0
104651,26,0,0,0.0,0
104687,27,0,0,0.0,0
104723,28,0,0,0.0,0
104759,29,0,0,0.0,0
104795,30,0,0,0.0,0
104831,31,0,0,0.0,0
104867,32,0,0,0.0,0
104903,33,0,0,0.0,0
104939,34,0,0,0.0,0
104975,35,0,0,0.0,0
105011,36,0,0,0.0,0
105047,37,0,0,0.0,0
105083,38,0,0,0.0,0
105119,39,0,0,0.0,0
105155,40,0,0,0.0,0
105191,41,0,0,0.0,0
105227,42,0,0,0.0,0
105263,43,0,0,0.0,0
105299,44,0,0,0.0,0
105335,45,0,0,0.0,0
105371,46,0,0,0.0,0
105407,47,0,0,0.0,0
105443,48,0,0,0.0,0
105479,49,0,0,0.0,0
105515,50,0,0,0.0,0
105551,51,0,0,0.0,0
105587,52,0,0,0.0,0
105623,53,0,0,0.0,0
105659,54,0,0,0.0,0
105695,55,0,0,0.0,0
105731,56,0,0,0.0,0
105767,57,0,0,0.0,0
105803,58,0,0,0.0,0
105839,59,0,0,0.0,0
105875,60,0,0,0.0,0
105911,61,0,0,0.0,0
105947,62,0,0,0.0,0
105983,63,0,0,0.0,0
106019,64,0,0,0.0,0
106055,65,0,0,0.0,0
106091,66,0,0,0.0,0
106127,67,0,0,0.0,0
106163,68,0,0,0.0,0
106199,69,0,0,0.0,0
106235,70,0,0,0.0,0
106271,71,0,0,0.0,0
106307,72,0,0,0.0,0
106343,73,0,0,0.0,0
106379,74,0,0,0.0,0
106415,75,0,0,0.0,0
106451,76,0,0,0.0,0
106487,77,0,0,0.0,0
106523,78,0,0,0.0,0
106559,79,0,0,0.0,0
106595,80,0,0,0.0,0
106631,81,0,0,0.0,0
106667,82,0,0,0.0,0
106703,83,0,0,0.0,0
106739,84,0,0,0.0,0
106775,85,0,0,0.0,0
106811,86,0,0,0.0,0
106847,87,0,0,0.0,0
106883,88,0,0,0.0,0
106919,89,0,0,0.0,0
106955,90,0,0,0.0,0
106991,91,0,0,0.0,0
107027,92,0,0,0.0,0
107063,93,0,0,0.0,0
107099,94,0,0,0.0,0
107135,95,0,0,0.0,0
107171,96,0,0,0.0,0
107207,97,0,0,0.0,0
107243,98,0,0,0.0,0
107279,99,0,0,0.0,0
107315,100,0,0,0.0,0
107351,101,0,0,0.0,0
107387,102,0,0,0.0,0
107423,103,0,0,0.0,0
107459,104,0,0,0.0,0
107495,105,0,0,0.0,0
107531,106,0,0,0.0,0
107567,107,0,0,0.0,0
107603,108,0,0,0.0,0
107639,109,0,0,0.0,0
107675,110,0,0,0.0,0
107711,111,0,0,0.0,0
107747,112,0,0,0.0,0
107783,113,0,0,0.0,0
107819,114,0,0,0.0,0
107855,115,0,0,0.0,0
107891,116,0,0,0.0,0
107927,117,0,0,0.0,0
107963,118,0,0,0.0,0
107999,119,0,0,0.0,0
108035,120,0,0,0.0,0
108071,121,0,0,0.0,0
108107,122,0,0,0.0,0
108143,123,0,0,0.0,0
108179,124,0,0,0.0,0
108215,125,0,0,0.0,0
108251,126,0,0,0.0,0
108287,127,0,0,0.0,0
108323,128,0,0,0.0,0
108359,129,0,0,0.0,0
108395,130,0,0,0.0,0
108431,131,0,0,0.0,0
108467,132,0,0,0.0,0
108503,133,0,0,0.0,0
108539,134,0,0,0.0,0
108575,135,0,0,0.0,0
108611,136,0,0,0.0,0
108647,137,0,0,0.0,0
108683,138,0,0,0.0,0
108719,139,0,0,0.0,0
108755,140,0,0,0.0,0
108791,141,0,0,0.0,0
108827,142,0,0,0.0,0
108863,143,0,0,0.0,0
108899,144,0,0,0.0,0
108935,145,0,0,0.0,0
108971,146,0,0,0.0,0
109007,147,0,0,0.0,0
109043,148,0,0,0.0,0
109079,149,0,0,0.0,0
109115,150,0,0,0.0,0
109151,151,0,0,0.0,0
109187,152,0,0,0.0,0
109223,153,0,0,0.0,0
109259,154,0,0,0.0,0
109295,155,0,0,0.0,0
109331,156,0,0,0.0,0
109367,157,0,0,0.0,0
109403,158,0,0,0.0,0
109439,159,0,0,0.0,0
109475,160,0,0,0.0,0
109511,161,0,0,0.0,0
109547,162,0,0,0.0,0
109583,163,0,0,0.0,0
109619,164,0,0,0.0,0
109655,165,0,0,0.0,0
109691,166,0,0,0.0,0
109727,167,0,0,0.0,0
109763,168,0,0,0.0,0
109799,169,0,0,0.0,0
109835,170,0,0,0.0,0
109871,171,0,0,0.0,0
109907,172,0,0,0.0,0
109943,173,0,0,0.0,0
109979,174,0,0,0.0,0
110015,175,0,0,0.0,0
110051,176,0,0,0.0,0
110087,177,0,0,0.0,0
110123,178,0,0,0.0,0
110159,179,0,0,0.0,0
110195,180,0,0,0.0,0
110231,181,0,0,0.0,0
110267,182,0,0,0.0,0
110303,183,0,0,0.0,0
110339,184,0,0,0.0,0
110375,185,0,0,0.0,0
110411,186,0,0,0.0,0
110447,187,0,0,0.0,0
110483,188,0,0,0.0,0
110519,189,0,0,0.0,0
110555,190,0,0,0.0,0
110591,191,0,0,0.0,0
110627,192,0,0,0.0,0
110663,193,0,0,0.0,0
110699,194,0,0,0.0,0
110735,195,0,0,0.0,0
110771,196,0,0,0.0,0
110807,197,0,0,0.0,0
110843,198,0,0,0.0,0
110879,199,0,0,0.0,0
110915,200,0,0,0.0,0
110951,201,0,0,0.0,0
110987,202,0,0,0.0,0
111023,203,0,0,0.0,0
111059,204,0,0,0.0,0
111095,205,0,0,0.0,0
111131,206,0,0,0.0,0
111167,207,0,0,0.0,0
111203,208,0,0,0.0,0
111239,209,0,0,0.0,0
111275,210,0,0,0.0,0
111311,211,0,0,0.0,0
111347,212,0,0,0.0,0
111383,213,0,0,0.0,0
111419,214,0,0,0.0,0
111455,215,0,0,0.0,0
111491,216,0,0,0.0,0
111527,217,0,0,0.0,0
111563,218,0,0,0.0,0
111599,219,0,0,0.0,0
111635,220,0,0,0.0,0
111671,221,0,0,0.0,0
111707,222,0,0,0.0,0
111743,223,0,0,0.0,0
111779,224,0,0,0.0,0
111815,225,0,0,0.0,0
111851,226,0,0,0.0,0
111887,227,0,0,0.0,0
111923,228,0,0,0.0,0
111959,229,0,0,0.0,0
111995,230,0,0,0.0,0
112031,231,0,0,0.0,0
112067,232,0,0,0.0,0
112103,233,0,0,0.0,0
112139,234,0,0,0.0,0
112175,235,0,0,0.0,0
112211,236,0,0,0.0,0
112247,237,0,0,0.0,0
112283,238,0,0,0.0,0
112319,239,0,0,0.0,0
112355,240,0,0,0.0,0
112391,241,0,0,0.0,0
112427,242,0,0,0.0,0
112463,243,0,0,0.0,0
112499,244,0,0,0.0,0
112535,245,0,0,0.0,0
112571,246,0,0,0.0,0
112607,247,0,0,0.0,0
112643,248,0,0,0.0,0
112679,249,0,0,0.0,0
112715,250,0,0,0.0,0
112751,251,0,0,0.0,0
112787,252,0,0,0.0,0
112823,253,0,0,0.0,0
112859,254,0,0,0.0,0
112895,255,0,0,0.0,0
112931,256,0,0,0.0,0
112967,257,0,0,0.0,0
113003,258,0,0,0.0,0
113039,259,0,0,0.0,0
113075,260,0,0,0.0,0
113111,261,0,0,0.0,0
113147,262,0,0,0.0,0
113183,263,0,0,0.0,0
113219,264,0,0,0.0,0
113255,265,0,0,0.0,0
113291,266,0,0,0.0,0
113327,267,0,0,0.0,0
113363,268,0,0,0.0,0
113399,269,0,0,0.0,0
113435,270,0,0,0.0,0
113471,271,0,0,0.0,0
113507,272,0,0,0.0,0
113543,273,0,0,0.0,0
113579,274,0,0,0.0,0
113615,275,0,0,0.0,0
113651,276,0,0,0.0,0
113687,277,0,0,0.0,0
113723,278,0,0,0.0,0
113759,279,0,0,0.0,0
113795,280,0,0,0.0,0
113831,281,0,0,0.0,0
113867,282,0,0,0.0,0
113903,283,0,0,0.0,0
113939,284,0,0,0.0,0
113975,285,0,0,0.0,0
114011,286,0,0,0.0,0
114047,287,0,0,0.0,0
114083,288,0,0,0.0,0
114119,289,0,0,0.0,0
114155,290,0,0,0.0,0
114191,291,0,0,0.0,0
114227,292,0,0,0.0,0
114263,293,0,0,0.0,0
114299,294,0,0,0.0,0
114335,295,0,0,0.0,0
114371,296,0,0,0.0,0
114407,297,0,0,0.0,0
114443,298,0,0,0.0,0
114479,299,0,0,0.0,0
114515,300,0,0,0.0,0
114551,301,0,0,0.0,0
114587,302,0,0,0.0,0
114623,303,0,0,0.0,0
114659,304,0,0,0.0,0
114695,305,0,0,0.0,0
114731,306,0,0,0.0,0
114767,307,0,0,0.0,0
114803,308,0,0,0.0,0
114839,309,0,0,0.0,0
114875,310,0,0,0.0,0
114911,311,0,0,0.0,0
114947,312,0,0,0.0,0
114983,313,0,0,0.0,0
115019,314,0,0,0.0,0
115055,315,0,0,0.0,0
115091,316,0,0,0.0,0
115127,317,0,0,0.0,0
115163,318,0,0,0.0,0
115199,319,0,0,0.0,0
115235,320,0,0,0.0,0
115271,321,0,0,0.0,0
115307,322,0,0,0.0,0
115343,323,0,0,0.0,0
115379,324,0,0,0.0,0
115415,325,0,0,0.0,0
115451,326,0,0,0.0,0
115487,327,0,0,0.0,0
115523,328,0,0,0.0,0
115559,329,0,0,0.0,0
115595,330,0,0,0.0,0
115631,331,0,0,0.0,0
115667,332,0,0,0.0,0
115703,333,0,0,0.0,0
115739,334,0,0,0.0,0
115775,335,0,0,0.0,0
115811,336,0,0,0.0,0
115847,337,0,0,0.0,0
115883,338,0,0,0.0,0
115919,339,0,0,0.0,0
115955,340,0,0,0.0,0
115991,341,0,0,0.0,0
116027,342,0,0,0.0,0
116063,343,0,0,0.0,0
116099,344,0,0,0.0,0
116135,345,0,0,0.0,0
116171,346,0,0,0.0,0
116207,347,0,0,0.0,0
116243,348,0,0,0.0,0
116279,349,0,0,0.0,0
116315,350,0,0,0.0,0
116351,351,0,0,0.0,0
116387,352,0,0,0.0,0
116423,353,0,0,0.0,0
116459,354,0,0,0.0,0
116495,355,0,0,0.0,0
116531,356,0,0,0.0,0
116567,357,0,0,0.0,0
116603,358,0,0,0.0,0
116639,359,0,0,0.0,0
116675,360,0,0,0.0,0
116711,361,0,0,0.0,0
116747,362,0,0,0.0,0
116783,363,0,0,0.0,0
116819,364,0,0,0.0,0
116855,365,0,0,0.0,0
116891,366,0,0,0.0,0
116927,367,0,0,0.0,0
116963,368,0,0,0.0,0
116999,369,0,0,0.0,0
117035,370,0,0,0.0,0
117071,371,0,0,0.0,0
117107,372,0,0,0.0,0
117143,373,0,0,0.0,0
117179,374,0,0,0.0,0
117215,375,0,0,0.0,0
117251,376,0,0,0.0,0
117287,377,0,0,0.0,0
117323,378,0,0,0.0,0
117359,379,0,0,0.0,0
117395,380,0,0,0.0,0
117431,381,0,0,0.0,0
117467,382,0,0,0.0,0
117503,383,0,0,0.0,0
117539,384,0,0,0.0,0
117575,385,0,0,0.0,0
117611,386,0,0,0.0,0
117647,387,0,0,0.0,0
117683,388,0,0,0.0,0
117719,389,0,0,0.0,0
117755,390,0,0,0.0,0
117791,391,0,0,0.0,0
117827,392,0,0,0.0,0
117863,393,0,0,0.0,0
117899,394,0,0,0.0,0
117935,395,0,0,0.0,0
117971,396,0,0,0.0,0
118007,397,0,0,0.0,0
118043,398,0,0,0.0,0
118079,399,0,0,0.0,0
118115,400,0,0,0.0,0
118151,401,0,0,0.0,0
118187,402,0,0,0.0,0
118223,403,0,0,0.0,0
118259,404,0,0,0.0,0
118295,405,0,0,0.0,0
118331,406,0,0,0.0,0
118367,407,0,0,0.0,0
118403,408,0,0,0.0,0
118439,409,0,0,0.0,0
118475,410,0,0,0.0,0
118511,411,0,0,0.0,0
118547,412,0,0,0.0,0
118583,413,0,0,0.0,0
118619,414,0,0,0.0,0
118655,415,0,0,0.0,0
118691,416,0,0,0.0,0
118727,417,0,0,0.0,0
118763,418,0,0,0.0,0
118799,419,0,0,0.0,0
118835,420,0,0,0.0,0
118871,421,0,0,0.0,0
118907,422,0,0,0.0,0
118943,423,0,0,0.0,0
118979,424,0,0,0.0,0
119015,425,0,0,0.0,0
119051,426,0,0,0.0,0
119087,427,0,0,0.0,0
119123,428,0,0,0.0,0
119159,429,0,0,0.0,0
119195,430,0,0,0.0,0
119231,431,0,0,0.0,0
119267,432,0,0,0.0,0
119303,433,0,0,0.0,0
119339,434,0,0,0.0,0
119375,435,0,0,0.0,0
119411,436,0,0,0.0,0
119447,437,0,0,0.0,0
119483,438,0,0,0.0,0
119519,439,0,0,0.0,0
119555,440,0,0,0.0,0
119591,441,0,0,0.0,0
119627,442,0,0,0.0,0
119663,443,0,0,0.0,0
119699,444,0,0,0.0,0
119735,445,0,0,0.0,0
119771,446,0,0,0.0,0
119807,447,0,0,0.0,0
119843,448,0,0,0.0,0
119879,449,0,0,0.0,0
119915,450,0,0,0.0,0
119951,451,0,0,0.0,0
119987,452,0,0,0.0,0
120023,453,0,0,0.0,0
120059,454,0,0,0.0,0
120095,455,0,0,0.0,0
120131,456,0,0,0.0,0
120167,457,0,0,0.0,0
120203,458,0,0,0.0,0
120239,459,0,0,0.0,0
120275,460,0,0,0.0,0
120311,461,0,0,0.0,0
120347,462,0,0,0.0,0
120383,463,0,0,0.0,0
120419,464,0,0,0.0,0
120455,465,0,0,0.0,0
120491,466,0,0,0.0,0
120527,467,0,0,0.0,0
120563,468,0,0,0.0,0
120599,469,0,0,0.0,0
120635,470,0,0,0.0,0
120671,471,0,0,0.0,0
120707,472,0,0,0.0,0
120743,473,0,0,0.0,0
120779,474,0,0,0.0,0
120815,475,0,0,0.0,0
120851,476,0,0,0.0,0
120887,477,0,0,0.0,0
120923,478,0,0,0.0,0
120959,479,0,0,0.0,0
120995,480,0,0,0.0,0
121031,481,0,0,0.0,0
121067,482,0,0,0.0,0
121103,483,0,0,0.0,0
121139,484,0,0,0.0,0
121175,485,0,0,0.0,0
121211,486,0,0,0.0,0
121247,487,0,0,0.0,0
121283,488,0,0,0.0,0
121319,489,0,0,0.0,0
121355,490,0,0,0.0,0
121391,491,0,0,0.0,0
121427,492,0,0,0.0,0
121463,493,0,0,0.0,0
121499,494,0,0,0.0,0
121535,495,0,0,0.0,0
121571,496,0,0,0.0,0
121607,497,0,0,0.0,0
121643,498,0,0,0.0,0
121679,499,0,0,0.0,0
121715,500,0,0,0.0,0
121751,501,0,0,0.0,0
121787,502,0,0,0.0,0
121823,503,0,0,0.0,0
121859,504,0,0,0.0,0
121895,505,0,0,0.0,0
121931,506,0,0,0.0,0
121967,507,0,0,0.0,0
122003,508,0,0,0.0,0
122039,509,0,0,0.0,0
122075,510,0,0,0.0,0
122111,511,0,0,0.0,0
122147,512,0,0,0.0,0
122183,513,0,0,0.0,0
122219,514,0,0,0.0,0
122255,515,0,0,0.0,0
122291,516,0,0,0.0,0
122327,517,0,0,0.0,0
122363,518,0,0,0.0,0
122399,519,0,0,0.0,0
122435,520,0,0,0.0,0
122471,521,0,0,0.0,0
122507,522,0,0,0.0,0
122543,523,0,0,0.0,0
122579,524,0,0,0.0,0
122615,525,0,0,0.0,0
122651,526,0,0,0.0,0
122687,527,0,0,0.0,0
122723,528,0,0,0.0,0
122759,529,0,0,0.0,0
122795,530,0,0,0.0,0
122831,531,0,0,0.0,0
122867,532,0,0,0.0,0
122903,533,0,0,0.0,0
122939,534,0,0,0.0,0
122975,535,0,0,0.0,0
123011,536,0,0,0.0,0
123047,537,0,0,0.0,0
123083,538,0,0,0.0,0
123119,539,0,0,0.0,0
123155,540,0,0,0.0,0
123191,541,0,0,0.0,0
123227,542,0,0,0.0,0
123263,543,0,0,0.0,0
123299,544,0,0,0.0,0
123335,545,0,0,0.0,0
123371,546,0,0,0.0,0
123407,547,0,0,0.0,0
123443,548,0,0,0.0,0
123479,549,0,0,0.0,0
123515,550,0,0,0.0,0
123551,551,0,0,0.0,0
123587,552,0,0,0.0,0
123623,553,0,0,0.0,0
123659,554,0,0,0.0,0
123695,555,0,0,0.0,0
123731,556,0,0,0.0,0
123767,557,0,0,0.0,0
123803,558,0,0,0.0,0
123839,559,0,0,0.0,0
123875,560,0,0,0.0,0
123911,561,0,0,0.0,0
123947,562,0,0,0.0,0
123983,563,0,0,0.0,0
124019,564,0,0,0.0,0
124055,565,0,0,0.0,0
124091,566,0,0,0.0,0
124127,567,0,0,0.0,0
124163,568,0,0,0.0,0
124199,569,0,0,0.0,0
124235,570,0,0,0.0,0
124271,571,0,0,0.0,0
124307,572,0,0,0.0,0
124343,573,0,0,0.0,0
124379,574,0,0,0.0,0
124415,575,0,0,0.0,0
