time,server_id,on/off,cpu,mem,hdd,#jobs
0,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
1,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
2,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
3,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
4,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
5,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
6,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
7,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
8,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
9,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
10,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
11,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
12,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
13,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
14,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
15,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
16,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
17,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
18,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
19,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
20,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
21,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
22,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
23,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
24,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
25,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
26,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
27,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
28,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
29,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
30,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
31,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
32,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
33,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
34,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
35,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
36,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
37,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
38,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
39,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
40,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
41,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
42,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
43,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
44,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
45,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
46,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
47,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
48,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
49,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
50,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
51,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
52,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
53,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
54,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
55,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
56,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
57,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
58,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
59,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
60,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
61,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
62,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
63,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
64,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
65,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
66,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
67,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
68,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
69,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
70,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
71,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
72,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
73,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
74,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
75,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
76,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
77,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
78,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
79,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
80,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
81,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
82,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
83,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
84,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
85,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
86,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
87,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
88,0,0,0,0,0,0,2.1967648398732926,41.40941589141831
